city,year,type,data_index,data_rank,platform_index,platform_rank,total_index,total_rank,prepare_index,prepare_rank,valuable_num,use_index,valuable_num_prov,valuable_num_prov_area,use_rank,serve_index,assure_index,rank_2023
河北,2023,省域,10.13,,,,17.7,,1.06,,,0.7,,,,5.81,,
河南,2023,省域,0.69,,,,4.87,,2.35,,,0.8,,,,1.03,,
河池,2023,城市,,,,,,,,,,,,,,,,
河源,2023,城市,,,,,,,,,,,,,,,,
泉州,2023,城市,,,,,,,,,,,,,,,,
泰安,2023,城市,23.68,,,,41.77,,2.1,,,3.4299999999999997,,,,12.560899234693878,,
泰州,2023,城市,17.73,,,,35.36,,3.6900000000000004,,,1.8199999999999998,,,,12.117149234693878,,
济南,2023,城市,28.89,,,,63.78,,9.991999999999999,,,9.650000000000002,,,,15.243711734693878,,
济宁,2023,城市,34.97,,,,62.58,,6.17,,,6.390000000000001,,,,15.04767219387755,,
浙江,2023,省域,34.37,,,,78.47,,13.55,,,13.77,,,,16.78,,
海南,2023,省域,15.71,,,,35.2,,8.74,,,0.3,,,,10.45,,
淄博,2023,城市,24.4,,,,47.48,,6.9799999999999995,,,3.75,,,,12.348590561224489,,
淮北,2023,城市,,,,,,,,,,,,,,,,
淮南,2023,城市,,,,,10-16,,,,,,,,,,,
深圳,2023,城市,29.34,,,,59.27,,5.498,,,11.510000000000002,,,,12.917578656462585,,
清远,2023,城市,,,,,,,,,,,,,,,,
温州,2023,城市,29.21,,,,62.46,,8.28,,,11.420000000000003,,,,13.546651785714285,,
湖北,2023,省域,0.59,,,,7.82,,4.98,,,0.87,,,,1.38,,
湖南,2023,省域,8.42,,,,11.46,,0.6,,,0.3,,,,2.14,,
湖州,2023,城市,22.84,,,,43.69,,4.0,,,7.07,,,,9.779421768707483,,
湛江,2023,城市,,,,,,,,,,,,,,,,
滁州,2023,城市,,,,,,,,,,,,,,,,
滨州,2023,城市,22.75,,,,44.44,,6.453999999999999,,,6.15,,,,9.082614795918367,,
漳州,2023,城市,,,,,,,,,,,,,,,,
潍坊,2023,城市,24.63,,,,50.13,,6.5200000000000005,,,6.840000000000001,,,,12.135899234693877,,
潮州,2023,城市,,,,,,,,,,,,,,,,
烟台,2023,城市,24.51,,,,50.68,,6.356,,,7.199999999999999,,,,12.615427295918368,,
玉林,2023,城市,,,,,,,,,,,,,,,,
珠海,2023,城市,,,,,,,,,,,,,,,,
甘肃,2023,省域,3.11,,,,5.94,,1.24,,,0.7,,,,0.89,,
百色,2023,城市,,,,,,,,,,,,,,,,
眉山,2023,城市,,,,,,,,,,,,,,,,
福州,2023,城市,,,,,,,,,,,,,,,,
福建,2023,省域,21.54,,,,48.15,,9.8,,,4.56,,,,12.25,,
绍兴,2023,城市,19.09,,,,33.99,,3.7599999999999993,,,5.640000000000001,,,,5.498622448979591,,
聊城,2023,城市,23.57,,,,42.71,,2.1,,,3.4400000000000004,,,,13.60283163265306,,
肇庆,2023,城市,,,,,,,,,,,,,,,,
舟山,2023,城市,22.99,,,,35.43,,1.3,,,5.09,,,,6.054936224489796,,
芜湖,2023,城市,,,,,,,,,,,,,,,,
苏州,2023,城市,15.11,,,,40.83,,7.752,,,4.8100000000000005,,,,13.161702806122449,,
茂名,2023,城市,,,,,,,,,,,,,,,,
莆田,2023,城市,,,,,,,,,,,,,,,,
菏泽,2023,城市,21.43,,,,41.35,,5.922,,,2.02,,,,11.97406887755102,,
蚌埠,2023,城市,,,,,0-5,,,,,,,,,,,
衢州,2023,城市,24.34,,,,45.22,,3.396,,,5.790000000000001,,,,11.691964285714286,,
西藏,2023,省域,0.0,,,,3.12,,1.54,,,0.7,,,,0.88,,
贵州,2023,省域,20.3,,,,59.96,,12.4,,,10.07,,,,17.19,,
贵港,2023,城市,,,,,,,,,,,,,,,,
贵阳,2023,城市,20.86,,,,50.62,,7.697999999999999,,,8.4,,,,13.666539115646259,,
贺州,2023,城市,,,,,,,,,,,,,,,,
辽宁,2023,省域,12.33,,,,26.88,,3.61,,,0.7,,,,10.24,,
达州,2023,城市,16.77,,,,36.81,,5.76,,,2.0900000000000003,,,,12.185363520408163,,
遵义,2023,城市,15.97,,,,36.94,,2.1,,,5.85,,,,13.01720238095238,,
重庆,2023,城市,12.47,,,,35.12,,8.584,,,4.900000000000001,,,,9.17002551020408,,
金华,2023,城市,16.71,,,,33.22,,3.4899999999999998,,,4.25,,,,8.76890306122449,,
金昌,2023,城市,,,,,,,,,,,,,,,,
钦州,2023,城市,,,,,,,,,,,,,,,,
铜仁,2023,城市,,,,,,,,,,,,,,,,
铜陵,2023,城市,,,,,,,,,,,,,,,,
银川,2023,城市,,,,,,,,,,,,,,,,
镇江,2023,城市,,,,,,,,,,,,,,,,
阜阳,2023,城市,,,,,,,,,,,,,,,,
防城港,2023,城市,,,,,,,,,,,,,,,,
阳江,2023,城市,,,,,,,,,,,,,,,,
陇南,2023,城市,,,,,,,,,,,,,,,,
陕西,2023,省域,10.7,,,,19.42,,4.02,,,0.7,,,,4.0,,
雅安,2023,城市,,,,,,,,,,,,,,,,
青岛,2023,城市,29.12,,,,62.62,,7.8,,,10.540000000000003,,,,15.16,,
青海,2023,省域,0.0,,,,2.2,,1.5,,,0.7,,,,0.0,,
韶关,2023,城市,,,,,,,,,,,,,,,,
马鞍山,2023,城市,,,,,,,,,,,,,,,,
黄山,2023,城市,,,,,,,,,,,,,,,,
黑龙江,2023,省域,0.31,,,,7.95,,5.92,,,0.93,,,,0.79,,
黔东南,2023,城市,,,,,,,,,,,,,,,,
黔南,2023,城市,,,,,,,,,,,,,,,,
黔西南,2023,城市,,,,,,,,,,,,,,,,
龙岩,2023,城市,,,,,,,,,,,,,,,,
七台河,2024,城市,,,,,,,,,,,,,,,,
三亚,2024,城市,,,,,,,,,,,,,,,,
三明,2024,城市,,,,,,,,,,,,,,,,
上海,2024,城市,26.87156470988689,,,,59.097064709886894,,,,,8.2,,,,16.1575,7.868,
上饶,2024,城市,,,,,,,,,,,,,,,,
东莞,2024,城市,19.067097490644205,,,,31.103097490644203,,,,,0.0,,,,9.2,2.836,
东营,2024,城市,31.2277100212833,,,,53.04171002128329,,,,,2.8,,,,12.98,6.034,
中卫,2024,城市,,,,,,,,,,,,,,,,
中山,2024,城市,,,,,10-30,,,,,,,,,,,
临沂,2024,城市,28.621345511212482,,,,48.68534551121248,,,,,1.4,,,,12.8,5.864,
丽水,2024,城市,26.228317367511522,,,,48.370317367511525,,,,,3.7,,,,13.290000000000001,5.152,
乌兰察布,2024,城市,,,,,,,,,,,,,,,,
乌海,2024,城市,,,,,,,,,,,,,,,,
乌鲁木齐,2024,城市,,,,,,,,,,,,,,,,
乐山,2024,城市,,,,,,,,,,,,,,,,
九江,2024,城市,,,,,,,,,,,,,,,,
云南,2024,省域,1.0,,,,4.95,,,,,0.0,,,,0.0,3.95,26.0
云浮,2024,城市,,,,,,,,,,,,,,,,
亳州,2024,城市,,,,,,,,,,,,,,,,
佛山,2024,城市,25.868249325657384,,,,35.56824932565738,,,,,0.0,,,,9.1,0.6,
佳木斯,2024,城市,,,,,,,,,,,,,,,,
克孜勒苏,2024,城市,,,,,,,,,,,,,,,,
克拉玛依,2024,城市,,,,,,,,,,,,,,,,
六安,2024,城市,,,,,,,,,,,,,,,,
六盘水,2024,城市,,,,,,,,,,,,,,,,
兰州,2024,城市,,,,,,,,,,,,,,,,
兴安,2024,城市,,,,,,,,,,,,,,,,
内江,2024,城市,,,,,,,,,,,,,,,,
内蒙古,2024,省域,6.65,,,,19.89,,,,,0.0,,,,8.16,5.08,21.0
凉山,2024,城市,20.628248936697787,,,,32.608248936697784,,,,,1.1,,,,10.28,0.6,
北京,2024,城市,30.123554638380277,,,,53.20888797171361,,,,,5.8,,,,12.073333333333332,5.212,
北海,2024,城市,,,,,,,,,,,,,,,,
十堰,2024,城市,,,,,,,,,,,,,,,,
南京,2024,城市,,,,,,,,,,,,,,,,
南充,2024,城市,,,,,,,,,,,,,,,,
南宁,2024,城市,18.032980891827705,,,,33.34348089182771,,,,,1.1,,,,9.992500000000001,4.218,
南平,2024,城市,,,,,,,,,,,,,,,,
南昌,2024,城市,,,,,,,,,,,,,,,,
南通,2024,城市,,,,,,,,,,,,,,,,
博尔塔拉,2024,城市,,,,,,,,,,,,,,,,
厦门,2024,城市,17.115785811484226,,,,34.88495247815089,,,,,2.5,,,,10.749166666666667,4.52,
双鸭山,2024,城市,,,,,,,,,,,,,,,,
台州,2024,城市,29.641784851714146,,,,60.77578485171415,,,,,8.0,,,,17.240000000000002,5.894,
合肥,2024,城市,,,,,,,,,,,,,,,,
吉安,2024,城市,,,,,,,,,,,,,,,,
吉林,2024,省域,1.46,,,,5.32,,,,,0.0,,,,0.11,3.75,19.0
吉林,2024,城市,,,,,,,,,,,,,,,,
吴忠,2024,城市,,,,,,,,,,,,,,,,
呼和浩特,2024,城市,,,,,,,,,,,,,,,,
咸宁,2024,城市,,,,,,,,,,,,,,,,
哈密,2024,城市,,,,,,,,,,,,,,,,
哈尔滨,2024,城市,21.79077495199718,,,,39.99627495199718,,,,,3.7,,,,10.5775,3.928,
嘉兴,2024,城市,24.834691512911476,,,,38.944691512911476,,,,,2.9,,,,10.21,1.0,
四川,2024,省域,15.25,,,,38.36,,,,,3.0,,,,13.27,6.84,5.0
大兴安岭,2024,城市,,,,,,,,,,,,,,,,
大同,2024,城市,,,,,,,,,,,,,,,,
大庆,2024,城市,,,,,,,,,,,,,,,,
天津,2024,城市,19.82881704369833,,,,34.556983710364996,,,,,2.6,,,,8.504166666666666,3.624,
威海,2024,城市,34.9966589811738,,,,50.8326589811738,,,,,1.1,,,,11.33,3.406,
娄底,2024,城市,,,,,,,,,,,,,,,,
孝感,2024,城市,,,,,,,,,,,,,,,,
宁夏,2024,省域,6.83,,,,16.98,,,,,0.0,,,,6.93,3.22,24.0
宁德,2024,城市,,,,,,,,,,,,,,,,
宁波,2024,城市,23.588618784709915,,,,43.76061878470991,,,,,6.4,,,,9.78,3.992,
安徽,2024,省域,7.4,,,,20.89,,,,,0.0,,,,7.55,5.94,12.0
安阳,2024,城市,,,,,,,,,,,,,,,,
安顺,2024,城市,,,,,,,,,,,,,,,,
宜宾,2024,城市,,,,,,,,,,,,,,,,
宜昌,2024,城市,,,,,,,,,,,,,,,,
宜春,2024,城市,,,,,,,,,,,,,,,,
宜春,2024,城市,,,,,,,,,,,,,,,,
宣城,2024,城市,,,,,,,,,,,,,,,,
宿州,2024,城市,,,,,,,,,,,,,,,,
宿迁,2024,城市,,,,,,,,,,,,,,,,
山东,2024,省域,34.14,,,,71.15,,,,,10.2,,,,16.23,10.58,2.0
山西,2024,省域,5.63,,,,17.200000000000003,,,,,0.6,,,,6.61,4.36,16.0
岳阳,2024,城市,,,,,,,,,,,,,,,,
崇左,2024,城市,,,,,,,,,,,,,,,,
巴中,2024,城市,,,,,,,,,,,,,,,,
常州,2024,城市,,,,,,,,,,,,,,,,
常德,2024,城市,,,,,,,,,,,,,,,,
平凉,2024,城市,,,,,,,,,,,,,,,,
广东,2024,省域,16.26,,,,37.849999999999994,,,,,2.3,,,,11.9,7.39,6.0
广元,2024,城市,,,,,,,,,,,,,,,,
广安,2024,城市,,,,,,,,,,,,,,,,
广州,2024,城市,23.83027623874082,,,,45.14294290540749,,,,,2.4,,,,14.446666666666667,4.466,
广西,2024,省域,14.18,,,,36.98,,,,,2.4,,,,13.07,7.33,7.0
张家口,2024,城市,,,,,,,,,,,,,,,,
徐州,2024,城市,,,,,,,,,,,,,,,,
德州,2024,城市,37.93067252584138,,,,71.01867252584138,,,,,8.7,,,,17.55,6.838,
德阳,2024,城市,16.44175307219662,,,,32.39375307219662,,,,,1.4,,,,10.18,4.372,
恩施,2024,城市,,,,,,,,,,,,,,,,
惠州,2024,城市,,,,,,,,,,,,,,,,
成都,2024,城市,29.53645854462577,,,,53.956458544625775,,,,,6.0,,,,13.580000000000002,4.84,
扬州,2024,城市,,,,,,,,,,,,,,,,
承德,2024,城市,,,,,,,,,,,,,,,,
抚州,2024,城市,,,,,,,,,,,,,,,,
拉萨,2024,城市,,,,,,,,,,,,,,,,
揭阳,2024,城市,,,,,,,,,,,,,,,,
攀枝花,2024,城市,,,,,,,,,,,,,,,,
新余,2024,城市,,,,,,,,,,,,,,,,
新疆,2024,省域,1.11,,,,5.180000000000001,,,,,0.0,,,,0.21,3.86,20.0
无锡,2024,城市,28.299251094470044,,,,53.421251094470044,,,,,5.0,,,,15.809999999999999,4.312,
日照,2024,城市,35.43737794738863,,,,65.18537794738863,,,,,6.6,,,,16.95,6.198,
昌吉,2024,城市,,,,,,,,,,,,,,,,
昭通,2024,城市,,,,,,,,,,,,,,,,
晋城,2024,城市,,,,,,,,,,,,,,,,
景德镇,2024,城市,,,,,,,,,,,,,,,,
朔州,2024,城市,,,,,,,,,,,,,,,,
来宾,2024,城市,,,,,,,,,,,,,,,,
杭州,2024,城市,46.16654645688233,,,,81.52654645688233,,,,,8.8,,,,18.59,7.97,
林芝,2024,城市,,,,,,,,,,,,,,,,
枣庄,2024,城市,27.490987597166182,,,,49.36698759716618,,,,,4.4,,,,13.080000000000002,4.396,
柳州,2024,城市,,,,,,,,,,,,,,,,
桂林,2024,城市,,,,,,,,,,,,,,,,
梅州,2024,城市,,,,,,,,,,,,,,,,
梧州,2024,城市,,,,,,,,,,,,,,,,
武汉,2024,城市,21.07606989472324,,,,38.1547365613899,,,,,2.4,,,,10.926666666666668,3.752,
毕节,2024,城市,,,,,,,,,,,,,,,,
永州,2024,城市,,,,,,,,,,,,,,,,
汕头,2024,城市,,,,,,,,,,,,,,,,
汕尾,2024,城市,,,,,,,,,,,,,,,,
江苏,2024,省域,12.33,,,,31.01,,,,,0.2,,,,11.37,7.11,11.0
江西,2024,省域,11.12,,,,28.29,,,,,0.0,,,,10.95,6.22,9.0
江门,2024,城市,,,,,,,,,,,,,,,,
池州,2024,城市,,,,,1-5,,,,,,,,,,,
沈阳,2024,城市,20.379996495422528,,,,34.99949649542253,,,,,1.1,,,,9.927499999999998,3.592,
河北,2024,省域,13.17,,,,16.53,,,,,0.0,,,,3.36,0.0,14.0
河南,2024,省域,1.0,,,,1.66,,,,,0.2,,,,0.06,0.4,23.0
河池,2024,城市,,,,,,,,,,,,,,,,
河源,2024,城市,,,,,,,,,,,,,,,,
泉州,2024,城市,,,,,,,,,,,,,,,,
泰安,2024,城市,31.451135541474656,,,,49.601135541474655,,,,,2.9,,,,13.15,2.1,
泰州,2024,城市,19.34818205797888,,,,33.45151539131221,,,,,1.1,,,,11.163333333333332,1.84,
泸州,2024,城市,,,,,,,,,,,,,,,,
济南,2024,城市,43.49454649308262,,,,79.48854649308264,,,,,12.2,,,,17.130000000000003,6.664,
济宁,2024,城市,34.87930454343563,,,,62.54330454343563,,,,,9.4,,,,13.069999999999999,5.194,
浙江,2024,省域,27.51,,,,64.15,,,,,9.4,,,,15.48,11.76,1.0
海南,2024,省域,12.59,,,,28.91,,,,,0.0,,,,10.46,5.86,8.0
淄博,2024,城市,18.828043560522715,,,,39.618043560522715,,,,,2.5,,,,12.95,5.34,
淮北,2024,城市,,,,,,,,,,,,,,,,
淮南,2024,城市,,,,,,,,,,,,,,,,
淮安,2024,城市,,,,,,,,,,,,,,,,
深圳,2024,城市,31.957737435005942,,,,53.450904101672606,,,,,5.8,,,,12.629166666666666,3.064,
清远,2024,城市,,,,,,,,,,,,,,,,
温州,2024,城市,39.216614718614714,,,,68.64861471861472,,,,,8.4,,,,15.0,6.032,
湖北,2024,省域,3.07,,,,18.46,,,,,0.0,,,,11.36,4.03,18.0
湖南,2024,省域,6.31,,,,10.899999999999999,,,,,0.2,,,,3.99,0.4,15.0
湖州,2024,城市,,,,,,,,,,,,,,,,
湘潭,2024,城市,,,,,,,,,,,,,,,,
湛江,2024,城市,,,,,,,,,,,,,,,,
滁州,2024,城市,,,,,,,,,,,,,,,,
滨州,2024,城市,26.161113016291864,,,,54.47911301629186,,,,,7.4,,,,14.3,6.618,
漳州,2024,城市,,,,,,,,,,,,,,,,
潍坊,2024,城市,25.30799858958246,,,,46.68199858958246,,,,,3.5,,,,12.830000000000002,5.044,
潮州,2024,城市,,,,,,,,,,,,,,,,
烟台,2024,城市,28.18112727970261,,,,50.23112727970261,,,,,6.2,,,,12.809999999999999,3.04,
牡丹江,2024,城市,,,,,,,,,,,,,,,,
玉林,2024,城市,,,,,,,,,,,,,,,,
珠海,2024,城市,,,,,,,,,,,,,,,,
甘孜,2024,城市,,,,,,,,,,,,,,,,
甘肃,2024,省域,1.0,,,,1.54,,,,,0.0,,,,0.14,0.4,22.0
百色,2024,城市,,,,,,,,,,,,,,,,
益阳,2024,城市,,,,,,,,,,,,,,,,
盐城,2024,城市,,,,,,,,,,,,,,,,
眉山,2024,城市,,,,,,,,,,,,,,,,
石嘴山,2024,城市,,,,,,,,,,,,,,,,
福州,2024,城市,22.222734751110607,,,,37.38940141777727,,,,,0.3,,,,9.846666666666668,5.02,
福建,2024,省域,20.72,,,,50.32,,,,,4.1,,,,16.07,9.43,4.0
绍兴,2024,城市,18.467235821103927,,,,34.687235821103926,,,,,3.8,,,,10.01,2.41,
绥化,2024,城市,,,,,,,,,,,,,,,,
绵阳,2024,城市,,,,,,,,,,,,,,,,
聊城,2024,城市,26.223305899006455,,,,44.09330589900645,,,,,3.5,,,,12.77,1.6,
肇庆,2024,城市,,,,,,,,,,,,,,,,
自贡,2024,城市,,,,,,,,,,,,,,,,
舟山,2024,城市,20.850964012625035,,,,33.36096401262503,,,,,2.3,,,,9.209999999999999,1.0,
芜湖,2024,城市,,,,,,,,,,,,,,,,
苏州,2024,城市,23.830651113671273,,,,47.680651113671274,,,,,1.3,,,,14.61,7.94,
茂名,2024,城市,,,,,,,,,,,,,,,,
荆州,2024,城市,,,,,,,,,,,,,,,,
荆门,2024,城市,,,,,,,,,,,,,,,,
莆田,2024,城市,,,,,,,,,,,,,,,,
菏泽,2024,城市,26.04437714962329,,,,46.74237714962329,,,,,2.4,,,,12.739999999999998,5.558,
萍乡,2024,城市,,,,,,,,,,,,,,,,
蚌埠,2024,城市,,,,,5-10,,,,,,,,,,,
衡水,2024,城市,,,,,,,,,,,,,,,,
衢州,2024,城市,23.695865920515104,,,,38.9918659205151,,,,,3.5,,,,9.3,2.496,
襄阳,2024,城市,,,,,,,,,,,,,,,,
西安,2024,城市,,,,,,,,,,,,,,,,
西藏,2024,省域,1.0,,,,3.25,,,,,0.0,,,,0.21,2.04,25.0
贵州,2024,省域,19.98,,,,56.98,,,,,8.1,,,,18.15,10.75,3.0
贵港,2024,城市,,,,,,,,,,,,,,,,
贵阳,2024,城市,24.734988949077266,,,,48.58898894907727,,,,,3.1,,,,13.819999999999999,6.934,
贺州,2024,城市,,,,,,,,,,,,,,,,
资阳,2024,城市,,,,,,,,,,,,,,,,
赣州,2024,城市,,,,,,,,,,,,,,,,
辽宁,2024,省域,7.66,,,,22.97,,,,,0.0,,,,12.28,3.03,10.0
辽源,2024,城市,,,,,,,,,,,,,,,,
达州,2024,城市,21.474165879416283,,,,39.87216587941628,,,,,1.4,,,,14.030000000000001,2.968,
运城,2024,城市,,,,,,,,,,,,,,,,
连云港,2024,城市,,,,,,,,,,,,,,,,
遂宁,2024,城市,,,,,,,,,,,,,,,,
遵义,2024,城市,15.981902318141582,,,,32.83190231814159,,,,,2.2,,,,13.55,1.1,
那曲,2024,城市,,,,,,,,,,,,,,,,
郴州,2024,城市,,,,,,,,,,,,,,,,
鄂尔多斯,2024,城市,,,,,,,,,,,,,,,,
鄂州,2024,城市,,,,,,,,,,,,,,,,
重庆,2024,城市,18.89949400921659,,,,35.159494009216594,,,,,2.6,,,,7.83,5.83,
金华,2024,城市,21.054314938491693,,,,35.894314938491696,,,,,2.6,,,,9.41,2.83,
金昌,2024,城市,,,,,,,,,,,,,,,,
钦州,2024,城市,,,,,,,,,,,,,,,,
铜仁,2024,城市,,,,,,,,,,,,,,,,
铜陵,2024,城市,,,,,,,,,,,,,,,,
银川,2024,城市,,,,,,,,,,,,,,,,
锡林郭勒,2024,城市,,,,,,,,,,,,,,,,
镇江,2024,城市,20.527989960450682,,,,32.07798996045068,,,,,1.1,,,,9.85,0.6,
长沙,2024,城市,,,,,,,,,,,,,,,,
长治,2024,城市,,,,,,,,,,,,,,,,
阜阳,2024,城市,,,,,0-1,,,,,,,,,,,
防城港,2024,城市,,,,,,,,,,,,,,,,
阳江,2024,城市,,,,,,,,,,,,,,,,
阳泉,2024,城市,,,,,,,,,,,,,,,,
阿坝,2024,城市,,,,,,,,,,,,,,,,
阿拉善,2024,城市,,,,,,,,,,,,,,,,
陇南,2024,城市,,,,,,,,,,,,,,,,
陕西,2024,省域,1.02,,,,5.250000000000001,,,,,0.2,,,,0.55,3.48,13.0
随州,2024,城市,,,,,,,,,,,,,,,,
雅安,2024,城市,,,,,,,,,,,,,,,,
青岛,2024,城市,28.25471857004918,,,,50.96671857004918,,,,,4.8,,,,12.95,4.962,
青海,2024,省域,1.0,,,,1.4,,,,,0.0,,,,0.0,0.4,27.0
韶关,2024,城市,,,,,,,,,,,,,,,,
马鞍山,2024,城市,,,,,,,,,,,,,,,,
鸡西,2024,城市,,,,,,,,,,,,,,,,
鹤壁,2024,城市,,,,,,,,,,,,,,,,
鹤岗,2024,城市,,,,,,,,,,,,,,,,
鹰潭,2024,城市,,,,,,,,,,,,,,,,
黄冈,2024,城市,,,,,,,,,,,,,,,,
黄山,2024,城市,,,,,,,,,,,,,,,,
黄石,2024,城市,,,,,,,,,,,,,,,,
黑河,2024,城市,,,,,,,,,,,,,,,,
黑龙江,2024,省域,6.04,,,,23.75,,,,,1.1,,,,10.63,5.98,17.0
黔东南,2024,城市,,,,,,,,,,,,,,,,
黔南,2024,城市,,,,,,,,,,,,,,,,
黔西南,2024,城市,,,,,,,,,,,,,,,,
齐齐哈尔,2024,城市,,,,,,,,,,,,,,,,
龙岩,2024,城市,,,,,,,,,,,,,,,,
